Name,Links,Date
欢迎各位数据朋友！,https://medium.com/datafrens-sg/datafrens-writing-recommendations-for-one-another-work-in-progress-b864959e448b?source=your_stories_page-------------------------------------,11/30/2024
Performing Simple Linear Regression to Tesla Stock Price Prediction (the WRONG WAY…),https://medium.com/datafrens-sg/african-datafrens-d71735cbef92?source=your_stories_page-------------------------------------,12/1/2024
Part 0a of Supervised Machine Learning for Trading in Python by Dr. Alvin Ang,https://medium.com/datafrens-sg/a-very-very-long-list-of-data-schools-753e066ef10a?source=your_stories_page-------------------------------------,12/2/2024
How to Plot Candle Stick Charts using Plotly,https://medium.com/microsoft-power-bi/step-by-step-dax-new-calculated-column-in-power-bi-e0dc9dc92f67?source=your_stories_page-------------------------------------,12/3/2024
Part 12 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/microsoft-power-bi/step-by-step-page-level-filters-in-power-bi-faf67afb4ee9?source=your_stories_page-------------------------------------,12/4/2024
Korean DataFrens! 한국어 데이터프렌스,https://medium.com/nerd-for-tech/step-by-step-measures-filter-in-power-bi-fd927f30e995?source=your_stories_page-------------------------------------,12/5/2024
안녕하세요 datafrens에 오신 것을 환영합니다! 앨빈 앙 박사,https://medium.com/nerd-for-tech/step-by-step-top-n-filter-in-power-bi-4fa175f5a3e9?source=your_stories_page-------------------------------------,12/6/2024
Using len(y) for Train Test Split,https://medium.com/nerd-for-tech/step-by-step-advanced-filter-in-power-bi-31a324e73d73?source=your_stories_page-------------------------------------,12/7/2024
Part 5 of Train Test Splits with Python by Dr. Alvin Ang,https://medium.com/datafrens-sg/heads-of-data-schools-in-datafrens-17536842b9c3?source=your_stories_page-------------------------------------,12/8/2024
Error Handling in Python,https://medium.com/microsoft-power-bi/step-by-step-basic-filter-in-power-bi-28d41bddcd43?source=your_stories_page-------------------------------------,12/9/2024
Part 13 of Simple Python by Dr. Alvin Ang,https://medium.com/nerd-for-tech/step-by-step-meaning-of-fact-table-vs-dimension-table-in-power-bi-688ab3c3f106?source=your_stories_page-------------------------------------,12/10/2024
Pie Chart in Python,https://medium.com/microsoft-power-bi/step-by-step-how-to-use-dax-string-functions-in-power-bi-len-lower-upper-4fe362ce52f6?source=your_stories_page-------------------------------------,12/11/2024
Part 11 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/microsoft-power-bi/step-by-step-how-to-use-dax-logical-functions-in-power-bi-if-or-not-9b66d00fb82d?source=your_stories_page-------------------------------------,12/12/2024
Line Plots with Python,https://medium.com/microsoft-power-bi/step-by-step-how-to-use-dax-date-functions-in-power-bi-day-year-hour-e821bb138ff1?source=your_stories_page-------------------------------------,12/13/2024
Part 10 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/microsoft-power-bi/step-by-step-how-to-use-dax-aggregate-functions-in-power-bi-sum-max-min-26252822b901?source=your_stories_page-------------------------------------,12/14/2024
Linear Regression Plots using Seaborn,https://medium.com/python-in-plain-english/exploring-the-2019-airbnb-dataset-with-python-1981eace76e5?source=your_stories_page-------------------------------------,12/15/2024
Part 9 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/python-in-plain-english/step-by-step-various-ways-of-dropping-choosing-columns-using-pandas-in-python-2ed83ee028cc?source=your_stories_page-------------------------------------,12/16/2024
Histogram Plots using Python,https://medium.com/python-in-plain-english/various-techniques-for-handling-nan-values-in-python-3433780a4323?source=your_stories_page-------------------------------------,12/17/2024
Part 8 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/python-in-plain-english/step-by-step-data-preparation-with-dataprep-ai-and-missingno-in-python-google-colab-4f16bb3e45dd?source=your_stories_page-------------------------------------,12/18/2024
Sub Plots in Python,https://medium.com/python-in-plain-english/google-colab-python-tricks-40d9944c803?source=your_stories_page-------------------------------------,12/19/2024
Part 7 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/python-in-plain-english/step-by-step-using-python-in-google-colab-to-mount-google-drive-and-create-files-and-calculating-18ae9d151323?source=your_stories_page-------------------------------------,12/20/2024
Bar Plotting Using Seaborn,https://medium.com/python-in-plain-english/step-by-step-kickstarting-python-in-google-colab-and-importing-csv-xls-d120be5f3ec1?source=your_stories_page-------------------------------------,12/21/2024
Part 6b of Python Data Visualization by Dr. Alvin Ang,https://medium.com/datadriveninvestor/step-by-step-setting-and-resetting-the-index-for-a-stock-list-dataframe-with-python-e9e1234af5cf?source=your_stories_page-------------------------------------,12/22/2024
Bar Plotting Using Pandas Python,https://medium.com/python-in-plain-english/step-by-step-dataframe-index-management-in-python-setting-and-resetting-42286b7a16a7?source=your_stories_page-------------------------------------,12/23/2024
Part 6a of Python Data Visualization by Dr. Alvin Ang,https://medium.com/datafrens-sg/finance-lists-91f1d9732341?source=your_stories_page-------------------------------------,12/24/2024
PHDs in DataFrens,https://medium.com/datafrens-sg/machine-learning-ml-list-8c379081c7de?source=your_stories_page-------------------------------------,12/25/2024
for those with REAL Permanent Head Damage….,https://medium.com/datafrens-sg/sql-lists-73a0c58348db?source=your_stories_page-------------------------------------,12/26/2024
JAPANESE DataFrens (日本のデータフレンズ),https://medium.com/datafrens-sg/data-visualization-list-26531969ed93?source=your_stories_page-------------------------------------,12/27/2024
こんにちは、ようこそdatafrensへ！私はアルヴィン・アン博士です。,https://medium.com/datafrens-sg/deep-learning-dl-lists-97a811d64ab6?source=your_stories_page-------------------------------------,12/28/2024
UNCLES of DataFrens,https://medium.com/datafrens-sg/excel-lists-solver-lp-a1491c928cb3?source=your_stories_page-------------------------------------,12/29/2024
for those above 50 but behaving like 5,https://medium.com/datafrens-sg/excel-lists-for-wrangling-afe03e763299?source=your_stories_page-------------------------------------,12/30/2024
Adjusting Plots with Matplotlib,https://medium.com/datafrens-sg/dr-alvins-python-s-lists-768f57a8d6f8?source=your_stories_page-------------------------------------,12/31/2024
Part 1C of Python Data Visualization by Dr. Alvin Ang,https://medium.com/python-in-plain-english/step-by-step-using-multiple-regression-to-select-important-features-from-a-dataset-with-c4514ce87fb1?source=your_stories_page-------------------------------------,1/1/2025
Adjusting Plots with Pandas,https://medium.com/datafrens-sg/mapping-the-data-flow-lifecycle-within-privacy-impact-assessments-pias-5b19fd00148d?source=your_stories_page-------------------------------------,1/2/2025
Part 1A of Python Data Visualization by Dr. Alvin Ang,https://medium.com/datafrens-sg/pdpa-compliance-sg-219e8735fcd6?source=your_stories_page-------------------------------------,1/3/2025
VIETNAMESE DataFrens,https://medium.com/datafrens-sg/seamlessly-integrating-privacy-compliance-with-privacy-by-design-eb6ce4f1fd36?source=your_stories_page-------------------------------------,1/4/2025
chào! Bạn khỏe không? by Dr. Alvin Ang,https://medium.com/datafrens-sg/performance-management-over-competency-cde3747d3258?source=your_stories_page-------------------------------------,1/5/2025
RUSSIAN DataFrens,https://medium.com/datafrens-sg/what-is-involved-in-complying-with-the-pdpa-5926d46eccb3?source=your_stories_page-------------------------------------,1/6/2025
Здравствуйте! Dr. Alvin Ang,https://medium.com/datafrens-sg/danger-of-peer-appraisal-in-asia-a2a9e3ac2279?source=your_stories_page-------------------------------------,1/7/2025
Administrators of DataFrens Chatgroup,https://medium.com/datafrens-sg/performance-management-esg-goals-121091ccd30e?source=your_stories_page-------------------------------------,1/8/2025
they will kick you out if they don’t like you,https://medium.com/datafrens-sg/performance-evaluation-versus-individual-assessment-understanding-the-distinction-74d676121f70?source=your_stories_page-------------------------------------,1/9/2025
How to Create Random Data in Python,https://medium.com/datafrens-sg/importance-of-performance-management-for-organisation-9e9acff462f2?source=your_stories_page-------------------------------------,1/10/2025
Part 8 of Datasets for Data Science by Dr. Alvin Ang,https://medium.com/datafrens-sg/performance-management-system-pms-step-1-align-operations-with-vision-mission-and-core-values-94695d8c261c?source=your_stories_page-------------------------------------,1/11/2025
Scatter Plots in Python,https://medium.com/datafrens-sg/the-difference-between-privacy-notice-privacy-policy-7cd56bb59808?source=your_stories_page-------------------------------------,1/12/2025
Part 5 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/datafrens-sg/challenges-and-model-in-core-skills-validation-42568e375157?source=your_stories_page-------------------------------------,1/13/2025
Box Plots in Python,https://medium.com/datafrens-sg/performance-management-79bf761cadec?source=your_stories_page-------------------------------------,1/14/2025
Part 4 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/datafrens-sg/navigating-with-clarity-in-compliance-88467b08a367?source=your_stories_page-------------------------------------,1/15/2025
Correlation Heat Maps in Python (Seaborn),https://medium.com/python-in-plain-english/step-by-step-how-to-load-the-iris-dataset-into-python-ed24470bbeb4?source=your_stories_page-------------------------------------,1/16/2025
Part 3 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/datafrens-sg/the-craziest-longest-list-of-tech-companies-you-can-ever-find-21e419cc131d?source=your_stories_page-------------------------------------,1/17/2025
Fund Managers in DataFrens,https://medium.com/datafrens-sg/some-great-publications-you-may-consider-subitting-your-articlesto-a58bfdcf08d0?source=your_stories_page-------------------------------------,1/18/2025
they are really fun! by Dr. Alvin Ang,https://medium.com/datafrens-sg/do-you-need-permission-to-take-photos-in-public-5db00876f1d3?source=your_stories_page-------------------------------------,1/19/2025
Learning Miscellanous Features of Google Workspace,https://medium.com/datafrens-sg/max-presents-at-databricks-conference-2023-92fd05c8fc29?source=your_stories_page-------------------------------------,1/20/2025
Part 9 of Google Workspace Training by Dr. Alvin Ang,https://medium.com/datafrens-sg/list-of-all-datafrens-medium-writers-79df9c086651?source=your_stories_page-------------------------------------,1/21/2025
Learning Google Sheets: Charting,https://medium.com/dev-genius/step-by-step-sumif-in-excel-4ceef0de04dc?source=your_stories_page-------------------------------------,1/22/2025
Part 8L of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-averageif-in-excel-ee12d7d17623?source=your_stories_page-------------------------------------,1/23/2025
Learning Google Sheets: Pivot Table,https://medium.com/@dr-alvin-ang/step-by-step-countif-in-excel-5e491ec50cb5?source=your_stories_page-------------------------------------,1/24/2025
Part 8k of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-using-if-in-excel-6ede0a228eb9?source=your_stories_page-------------------------------------,1/25/2025
Learning Google Sheets: VLOOKUP,https://medium.com/dev-genius/step-by-step-protecting-your-excel-workbook-84f5d211716b?source=your_stories_page-------------------------------------,1/26/2025
Part 8j of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-creating-a-dependent-drop-down-list-in-excel-10b78f29d214?source=your_stories_page-------------------------------------,1/27/2025
Learning Google Sheets: Finding All Formulaes / Large / Small / Max / Min,https://medium.com/@dr-alvin-ang/step-by-step-creating-a-dynamic-drop-down-list-in-excel-fa952384d9ac?source=your_stories_page-------------------------------------,1/28/2025
Part 8i of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-creating-a-drop-down-list-in-excel-643394a4dbf8?source=your_stories_page-------------------------------------,1/29/2025
Learning Google Sheets: IF / SUMIF / AVGIF / COUNTIF / COUNTIFS,https://medium.com/@dr-alvin-ang/step-by-step-preventing-user-from-keying-in-wrong-product-code-formats-93981deaff97?source=your_stories_page-------------------------------------,1/30/2025
Part 8h of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-preventing-user-from-keying-in-duplicate-entries-in-excel-48e03bdf8b3d?source=your_stories_page-------------------------------------,1/31/2025
Learning Google Sheets: Cell Lock / Paste Values / Named Range,https://medium.com/@dr-alvin-ang/step-by-step-preventing-user-from-keying-in-a-disallowed-budget-in-excel-8f3cd93bbee7?source=your_stories_page-------------------------------------,2/1/2025
Part 8g of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-prevent-user-from-entering-saturday-or-sunday-in-excel-ad5a59081e85?source=your_stories_page-------------------------------------,2/2/2025
Learning Google Sheets: Sum / Average / Round,https://medium.com/@dr-alvin-ang/step-by-step-rejecting-invalid-dates-in-excel-d369a9a96f44?source=your_stories_page-------------------------------------,2/3/2025
Part 8f of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-setting-up-and-deleting-data-validation-in-excel-b9a6a22ae0da?source=your_stories_page-------------------------------------,2/4/2025
Learning Google Sheets: Sorting & Freezing,https://medium.com/@dr-alvin-ang/step-by-step-extracting-unique-rows-in-excel-c70f04d12573?source=your_stories_page-------------------------------------,2/5/2025
Part 8e of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-removing-duplicates-in-excel-79cd0eea8432?source=your_stories_page-------------------------------------,2/6/2025
Learning Google Sheets: Find and Replace,https://medium.com/@dr-alvin-ang/step-by-step-filtering-data-using-data-forms-in-excel-977ea80619e0?source=your_stories_page-------------------------------------,2/7/2025
Part 8d of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-filtering-data-via-outline-in-excel-5bf10c54fa7e?source=your_stories_page-------------------------------------,2/8/2025
Learning Google Sheets: Filtering,https://medium.com/dev-genius/step-by-step-advanced-filtering-in-excel-using-criteria-and-formula-310a28731b61?source=your_stories_page-------------------------------------,2/9/2025
Part 8c of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-filtering-dates-in-excel-b3a9074e14bb?source=your_stories_page-------------------------------------,2/10/2025
Learning Google Sheets: Autofill,https://medium.com/dev-genius/step-by-step-filtering-text-in-excel-ff7b2d114a2e?source=your_stories_page-------------------------------------,2/11/2025
Part 8b of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-number-filter-in-excel-38d8957d8cbb?source=your_stories_page-------------------------------------,2/12/2025
Pair Plots in Python (Seaborn),https://medium.com/dev-genius/step-by-step-quick-filters-within-excel-e4a8d8c193af?source=your_stories_page-------------------------------------,2/13/2025
Part 2 of Python Data Visualization by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-sort-by-color-in-excel-44cbf321589c?source=your_stories_page-------------------------------------,2/14/2025
Fast Track 2 Level Factorial Design in Minitab,https://medium.com/dev-genius/step-by-step-custom-sorting-within-excel-f492825a7c45?source=your_stories_page-------------------------------------,2/15/2025
Part 2b of Design of Experiments (DOE) by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-sorting-columns-in-excel-ce12618a52c8?source=your_stories_page-------------------------------------,2/16/2025
Nerd For Tech,https://medium.com/@dr-alvin-ang/step-by-step-drawing-a-frequency-distribution-using-a-pivot-chart-91ad2776024f?source=your_stories_page-------------------------------------,2/17/2025
Learning Google Sheets: Formatting,https://medium.com/@dr-alvin-ang/step-by-step-multi-level-pivot-tables-fee49b48ca2d?source=your_stories_page-------------------------------------,2/18/2025
Part 8a of Google Workspace Training by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-group-pivot-table-dates-within-pivot-tables-in-excel-5af0b1b4656?source=your_stories_page-------------------------------------,2/19/2025
Drawing a Simple Bar Chart,https://medium.com/@dr-alvin-ang/step-by-step-calculated-fields-and-calculated-item-within-pivot-tables-in-excel-eca102d039c2?source=your_stories_page-------------------------------------,2/20/2025
Part 2a of Learning Tableau by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-inserting-slicers-into-pivot-tables-within-excel-469a0d7fb8f1?source=your_stories_page-------------------------------------,2/21/2025
How to Download Tableau Public,https://medium.com/@dr-alvin-ang/step-by-step-creating-a-pivot-chart-in-excel-969aca06126e?source=your_stories_page-------------------------------------,2/22/2025
Part 1 of Learning Tableau by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-creating-a-pivot-chart-from-a-pivot-table-9777e5e889b3?source=your_stories_page-------------------------------------,2/23/2025
"Max Presents to the Minister for Trade of Singapore, Mr. Gan Kim Yong",https://medium.com/@dr-alvin-ang/step-by-step-creating-pivot-tables-using-an-external-data-source-in-excel-39c1867ac460?source=your_stories_page-------------------------------------,2/24/2025
Max keeps climbing higher and higher…(he might vanish into the clouds),https://medium.com/@dr-alvin-ang/step-by-step-creating-pivot-tables-using-recommended-pivot-tables-in-excel-4d8a235ee187?source=your_stories_page-------------------------------------,2/25/2025
Using the Analytic Hierarchy Process (AHP) to Select the Best Investment Instrument,https://medium.com/@dr-alvin-ang/step-by-step-creating-a-heat-map-in-excel-1ef5f38a81d2?source=your_stories_page-------------------------------------,2/26/2025
Part 9 of Statistical Analysis for an Insurance Firm in Singapore,https://medium.com/@dr-alvin-ang/step-by-step-shading-alternate-rows-in-excel-ab2db441a857?source=your_stories_page-------------------------------------,2/27/2025
"KAZO, a Premier Taiwanese Bakery in Singapore, uses the Analytic Hierarchy Process (AHP) to Assist…",https://medium.com/@dr-alvin-ang/step-by-step-find-duplicates-in-excel-c0263911b8cd?source=your_stories_page-------------------------------------,2/28/2025
Part 5d of Operational Analytics for KAZO by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-icon-sets-in-excel-54ca838819b2?source=your_stories_page-------------------------------------,3/1/2025
Data Science List,https://medium.com/@dr-alvin-ang/step-by-step-color-scales-in-excel-598e590ec821?source=your_stories_page-------------------------------------,3/2/2025
Part 5c of Operational Analytics for KAZO by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-data-bars-with-excel-5d444aafd913?source=your_stories_page-------------------------------------,3/3/2025
Part 5b of Operational Analytics for KAZO by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-conditional-formatting-with-formulas-in-excel-b9fbcbfa1ad?source=your_stories_page-------------------------------------,3/4/2025
Part 5a of Operational Analytics for KAZO by Dr. Alvin Ang,https://medium.com/@dr-alvin-ang/step-by-step-top-bottom-rules-in-excel-ed654a855eb1?source=your_stories_page-------------------------------------,3/5/2025
Utilizing a Scoring Board to Determine Joey’s Team’s Ideal Holiday Destination,https://medium.com/@dr-alvin-ang/step-by-step-highlight-cell-rules-in-excel-61a0632ed258?source=your_stories_page-------------------------------------,3/6/2025
"KAZO, a Premier Taiwanese Bakery in Singapore, Uses the Scoring Board to Determine the Best…",https://medium.com/@dr-alvin-ang/step-by-step-index-in-excel-19f815dd778a?source=your_stories_page-------------------------------------,3/7/2025
Part 4 of Operational Analytics for KAZO by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-offset-in-excel-e6031c101386?source=your_stories_page-------------------------------------,3/8/2025
Learning Google Sites,https://medium.com/dev-genius/step-by-step-hlookup-match-choose-in-excel-ce63a0e33cc8?source=your_stories_page-------------------------------------,3/9/2025
Part 7 of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-xlookup-in-excel-3ca9af5081c1?source=your_stories_page-------------------------------------,3/10/2025
Learning Google Jamboard,https://medium.com/dev-genius/step-by-step-creating-a-histogram-in-excel-23182d4584e4?source=your_stories_page-------------------------------------,3/11/2025
Part 6 of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-creating-a-treemap-in-excel-b5af98584697?source=your_stories_page-------------------------------------,3/12/2025
Learning Google Keep,https://medium.com/dev-genius/step-by-step-creating-a-waterfall-chart-in-excel-c2fec9a1fd21?source=your_stories_page-------------------------------------,3/13/2025
Part 5 of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-creating-a-pareto-chart-in-excel-778629bd2cf5?source=your_stories_page-------------------------------------,3/14/2025
Learning Google Forms,https://medium.com/dev-genius/step-by-step-creating-a-gantt-chart-in-excel-9f8be4240479?source=your_stories_page-------------------------------------,3/15/2025
Part 4 of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-creating-a-thermometer-chart-in-excel-33d1fd136727?source=your_stories_page-------------------------------------,3/16/2025
Learning Google Slides,https://medium.com/@dr-alvin-ang/step-by-step-creating-combo-charts-in-excel-7ae8258827c5?source=your_stories_page-------------------------------------,3/17/2025
Part 3 of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-creating-sparklines-in-excel-4d868717de43?source=your_stories_page-------------------------------------,3/18/2025
Learning Google Docs,https://medium.com/dev-genius/step-by-step-creating-scatter-plots-in-excel-78de719bebd7?source=your_stories_page-------------------------------------,3/19/2025
Part 2 of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-creating-an-area-chart-in-excel-c13305d84d5d?source=your_stories_page-------------------------------------,3/20/2025
Introduction to Google Workspace Apps,https://medium.com/dev-genius/step-by-step-creating-a-bar-chart-in-excel-4850e88b9c73?source=your_stories_page-------------------------------------,3/21/2025
Part 1 of Google Workspace Training by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-creating-a-pie-chart-in-excel-cb1b215cf697?source=your_stories_page-------------------------------------,3/22/2025
"KAZO, a Premier Taiwanese Bakery in Singapore, Leverages Decision Tree Analysis to Determine Hiring…",https://medium.com/dev-genius/step-by-step-creating-line-chart-in-excel-6ca6501d6fd2?source=your_stories_page-------------------------------------,3/23/2025
Part 3 of Operational Analytics for KAZO by Dr. Alvin Ang,https://medium.com/dev-genius/step-by-step-creating-side-by-side-charts-in-excel-2abd92d4cdd2?source=your_stories_page-------------------------------------,3/24/2025
"Kazo, a Top Taiwanese Bakery in Singapore, Implements Decision Tree Analysis for Production…",https://medium.com/insiderfinance/decision-analytics-part-12-6th-activity-for-decision-tree-dt-and-expected-value-ev-203470b9213a?source=your_stories_page-------------------------------------,3/25/2025
Part 2 of Operational Analytics for KAZO by Dr. Alvin Ang,https://medium.com/trading-data-analysis/step-by-step-how-to-plot-using-matplotlib-c2b38d7ce166?source=your_stories_page-------------------------------------,3/26/2025
INDIAN Datafrens भारतीय डेटाफ्रेंस,https://medium.com/dev-genius/numerical-simulation-part-8-supermarket-cashiers-example-561ab0cd46df?source=your_stories_page-------------------------------------,3/27/2025
डॉ. एल्विन आंग द्वारा,https://medium.com/dev-genius/numerical-simulation-part-7-baby-strollers-example-1576bf1a14c1?source=your_stories_page-------------------------------------,3/28/2025
What is DataFrens? Why do we Need it? Is it just another Spammy Chatgroup?,https://medium.com/dev-genius/numerical-simulation-part-6-covid-vaccination-example-fd9ab8269797?source=your_stories_page-------------------------------------,3/29/2025
(actually… yes…),https://medium.com/dev-genius/numerical-simulation-part-5-apple-strudel-sales-example-28f063c6dd95?source=your_stories_page-------------------------------------,3/30/2025
"Are You About to Quit DataFrens??? Before that, learn the Whatsapp Archive Function…",https://medium.com/dev-genius/numerical-simulation-part-4-newspaper-sales-example-91ad49da9b01?source=your_stories_page-------------------------------------,3/31/2025
A Step by Step Guide For Loss Mitigation in a Very Noisy Chatgroup by Dr. Alvin Ang,https://medium.com/dev-genius/numerical-simulation-part-3-sushi-sales-example-c7ad34aea78c?source=your_stories_page-------------------------------------,4/1/2025
Enhancing Ingredient Resource Allocation for KAZO with Linear Programming (LP),https://medium.com/dev-genius/numerical-simulation-part-2-airline-ticket-sales-example-6d4eb5a34044?source=your_stories_page-------------------------------------,4/2/2025
Part 1 of Operational Analytics for KAZO by Dr. Alvin Ang,https://medium.com/dev-genius/numerical-simulation-part-1-oven-installation-example-93988f37219b?source=your_stories_page-------------------------------------,4/3/2025
Step by Step: How to Use a Score Board to Choose the Right Financial Job,https://medium.com/insiderfinance/decision-analytics-part-11-f7f5ec52554a?source=your_stories_page-------------------------------------,4/4/2025
Part 13 of Decision Analytics by Dr. Alvin Ang,https://medium.com/insiderfinance/decision-analytics-part-10-4th-activity-for-decision-tree-dt-and-expected-value-ev-7b54ee8748af?source=your_stories_page-------------------------------------,4/5/2025
A SUPER Long List of Data Software,https://medium.com/insiderfinance/decision-analytics-part-9-2nd-activity-for-decision-tree-dt-and-expected-value-ev-ee80ebb3751f?source=your_stories_page-------------------------------------,4/6/2025
(i’m not referring to python) by Dr. Alvin Ang,https://medium.com/insiderfinance/decision-analytics-part-8-2ndactivity-for-decision-tree-dt-and-expected-value-ev-9e01cfb68fd6?source=your_stories_page-------------------------------------,4/7/2025
Step by Step: Tech Stock Selection using the Analytic Hierachy Process (AHP) — Ranking the Stocks,https://medium.com/insiderfinance/decision-analytics-part-7-1st-activity-for-decions-tree-dt-and-expected-value-ev-650ce2add7f2?source=your_stories_page-------------------------------------,4/8/2025
Part 3 of the Analytic Hierarchy Process (AHP) by Dr. Alvin Ang,https://medium.com/insiderfinance/decision-analytics-part-6-decision-tree-and-expected-value-approach-e632875452b7?source=your_stories_page-------------------------------------,4/9/2025
Step by Step: Tech Stock Selection using the Analytic Hierachy Process (AHP) — Achieving…,https://medium.com/insiderfinance/decision-analytics-part-3-third-activity-for-personality-concepts-8b3ab7d343f3?source=your_stories_page-------------------------------------,4/10/2025
Part 2 of the Analytic Hierarchy Process (AHP) by Dr. Alvin Ang,https://medium.com/insiderfinance/decision-analytics-part-2-second-activity-for-personality-concepts-c479e7c15f21?source=your_stories_page-------------------------------------,4/11/2025
Step by Step: Tech Stock Selection using the Analytic Hierachy Process (AHP) — Establishing…,https://medium.com/insiderfinance/decision-analytics-part-2-first-activity-for-personality-concepts-e6a59c542d47?source=your_stories_page-------------------------------------,4/12/2025
Part 1 of the Analytic Hierarchy Process (AHP) by Dr. Alvin Ang,https://medium.com/insiderfinance/decision-analytics-part-1-optimistic-conservative-minimax-regret-ffd73038fb8?source=your_stories_page-------------------------------------,4/13/2025
Step by Step: Power BI DAX — Creating a New Table,https://medium.com/dev-genius/doe-part-22-2nd-activity-for-taguchi-method-34f922a3464c?source=your_stories_page-------------------------------------,4/14/2025
Part 8f of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/doe-part-21-1st-activity-for-taguchi-method-d221a6492023?source=your_stories_page-------------------------------------,4/15/2025
DataFrens Writing Recommendations for One Another,https://medium.com/python-in-plain-english/data-cleansing-a-hospital-admissions-dataset-e50a1bff23b4?source=your_stories_page-------------------------------------,4/16/2025
(because they are too free….),https://medium.com/dev-genius/doe-part-20-3rd-example-of-taguchi-method-1bab1b57967e?source=your_stories_page-------------------------------------,4/17/2025
AFRICAN DataFrens,https://medium.com/dev-genius/doe-part-19-2nd-example-of-taguchi-method-5002df23e254?source=your_stories_page-------------------------------------,4/18/2025
A VERY VERY LONG list of Data Schools…(work in progress),https://medium.com/dev-genius/doe-part-17-meaning-of-orthogonal-designs-22940161bf3b?source=your_stories_page-------------------------------------,4/19/2025
Power BI DAX — Differences between New Column vs New Measure,https://medium.com/dev-genius/doe-part-17-examples-of-taguchi-method-a88e6dc0baca?source=your_stories_page-------------------------------------,4/20/2025
Part 8e of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/doe-part-15-activity-for-mixture-design-md-dfc0eafa9e95?source=your_stories_page-------------------------------------,4/21/2025
Page Level Filters in Power BI,https://medium.com/dev-genius/doe-part-13-1st-activity-for-the-bb-eb8f764ac053?source=your_stories_page-------------------------------------,4/22/2025
Part 9e of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/doe-part-11-activity-for-the-ccd-4f88c059c3a1?source=your_stories_page-------------------------------------,4/23/2025
Measures Filter in Power BI,https://medium.com/dev-genius/doe-part-11-response-surface-method-rsm-the-bb-84b5a32319ff?source=your_stories_page-------------------------------------,4/24/2025
Part 9d of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/doe-special-part-ii-minitab-assistant-tab-51eafeeb5b2?source=your_stories_page-------------------------------------,4/25/2025
Top N Filter in Power BI,https://medium.com/dev-genius/doe-minitab-assistant-tab-d6a5cdf19d14?source=your_stories_page-------------------------------------,4/26/2025
Part 9c of Learning Power BI by Dr. Alvin Ang,https://medium.com/dev-genius/doe-part-2e-concept-of-folding-3aaf7bd6341d?source=your_stories_page-------------------------------------,4/27/2025
Advanced Filter in Power BI,https://medium.com/dev-genius/doe-part-2d-concept-of-folding-895f66117732?source=your_stories_page-------------------------------------,4/28/2025
